1;45,0;47475
2;46,0;48080
3;46,0;48536
4;46,0;48564
5;46,333332;48415
6;46,333332;48329
7;46,666668;48703
8;47,0;46332
9;47,0;48861
10;48,0;47893
11;48,0;49825
12;48,0;48331
13;48,0;47377
14;48,333332;46706
15;48,333332;48564
16;48,333332;47757
17;48,333332;47161
18;48,333332;48691
19;48,333332;49143
20;48,666668;47332
21;48,666668;47939
22;48,666668;47982
23;48,666668;45517
24;48,666668;47987
25;49,0;47939
26;49,333332;46289
27;49,333332;48455
28;49,333332;47494
29;49,333332;47336
30;49,333332;46843
31;49,333332;48005
32;49,333332;46682
33;49,666668;46062
34;49,666668;46260
35;49,666668;46984
36;49,666668;47624
37;49,666668;46904
38;50,0;45263
39;50,0;47062
40;50,0;46252
41;50,0;46709
42;50,333332;46706
43;50,333332;46761
44;50,333332;47374
45;50,333332;45748
46;50,333332;45961
47;50,333332;46359
48;50,333332;47040
49;50,333332;46021
50;50,333332;45728
51;50,333332;46815
52;50,333332;46950
53;50,333332;45464
54;50,333332;46409
55;50,333332;46628
56;50,666668;46587
57;50,666668;46092
58;50,666668;46630
59;51,0;48134
60;51,0;47442
61;51,0;45342
62;51,0;45983
63;51,0;45142
64;51,0;46430
65;51,0;45570
66;51,0;45442
67;51,0;45887
68;51,0;46399
69;51,0;45674
70;51,333332;45375
71;51,333332;45660
72;51,333332;46770
73;51,333332;46679
74;51,666668;45659
75;51,666668;46778
76;51,666668;46599
77;52,0;48591
78;52,0;47560
79;52,0;45844
80;52,0;46117
81;52,0;45135
82;52,0;47561
83;52,0;46617
84;52,0;45815
85;52,0;46549
86;52,0;45324
87;52,0;47141
88;52,333332;48660
89;52,333332;46963
90;52,333332;47345
91;52,333332;46196
92;52,333332;46233
93;52,333332;46346
94;52,333332;46736
95;52,333332;47648
96;52,333332;46522
97;52,333332;46525
98;52,333332;46136
99;52,333332;47229
100;52,333332;45804
101;52,666668;46464
102;52,666668;46365
103;52,666668;47338
104;52,666668;45627
105;52,666668;46814
106;52,666668;46140
107;53,0;46879
108;53,0;47095
109;53,0;45691
110;53,0;46527
111;53,0;45766
112;53,0;46108
113;53,0;45232
114;53,0;47436
115;53,0;46289
116;53,0;47151
117;53,0;47081
118;53,0;47369
119;53,0;48387
120;53,0;47073
121;53,0;48976
122;53,0;46797
123;53,0;46629
124;53,0;46628
125;53,0;45074
126;53,0;47408
127;53,0;46871
128;53,0;45872
129;53,0;46987
130;53,0;46425
131;53,0;47086
132;53,0;45944
133;53,0;47633
134;53,0;46542
135;53,0;45846
136;53,0;46141
137;53,0;47185
138;53,0;47591
139;53,0;46308
140;53,0;46594
141;53,0;46896
142;53,333332;47301
143;53,333332;46789
144;53,333332;46573
145;53,333332;47668
146;53,333332;47641
147;53,333332;47208
148;53,333332;46108
149;53,333332;46554
150;53,333332;46939
151;53,333332;46340
152;53,333332;46048
153;53,333332;46199
154;53,333332;45745
155;53,333332;46330
156;53,333332;46194
157;53,333332;46994
158;53,333332;46439
159;53,333332;46662
160;53,333332;46569
161;53,333332;45630
162;53,333332;46034
163;53,333332;46278
164;53,333332;46546
165;53,333332;47217
166;53,333332;46278
167;53,333332;47088
168;53,333332;46466
169;53,333332;46175
170;53,333332;46071
171;53,333332;45035
172;53,333332;46364
173;53,333332;46708
174;53,333332;46229
175;53,333332;46849
176;53,333332;46604
177;53,333332;46723
178;53,333332;45742
179;53,333332;45904
