1;44,0;20422
2;44,0;21110
3;44,0;21038
4;44,0;21030
5;44,333332;21323
6;44,333332;21009
7;44,333332;21178
8;44,333332;20772
9;44,333332;20996
10;44,666668;20944
11;44,666668;20798
12;44,666668;20721
13;44,666668;20949
14;45,0;20850
15;45,0;20578
16;45,0;21074
17;45,0;20940
18;45,0;20795
19;45,0;20194
20;45,0;20365
21;45,333332;21237
22;45,333332;20704
23;45,333332;20881
24;45,666668;20851
25;45,666668;20436
26;45,666668;20665
27;45,666668;21058
28;46,0;20803
29;46,333332;20665
30;46,333332;20368
31;46,333332;20735
32;46,333332;20860
33;46,333332;20751
34;46,333332;21122
35;46,333332;20678
36;46,333332;20864
37;46,333332;21196
38;46,333332;20812
39;46,666668;20645
40;46,666668;20857
41;47,0;21172
42;47,0;20704
43;47,0;20737
44;47,333332;21001
45;47,333332;20298
46;47,333332;20884
47;47,333332;20612
48;47,333332;20970
49;47,333332;20745
50;47,666668;20560
51;47,666668;21040
52;47,666668;20599
53;47,666668;20823
54;47,666668;20764
55;47,666668;20441
56;47,666668;21316
57;47,666668;20924
58;47,666668;20733
59;47,666668;20571
60;47,666668;20736
61;47,666668;20983
62;48,0;20563
63;48,0;20895
64;48,0;20716
65;48,0;20606
66;48,0;20820
67;48,0;20773
68;48,333332;20691
69;48,333332;21082
70;48,333332;20490
71;48,333332;20719
72;48,333332;20675
73;48,333332;20663
74;48,666668;20926
75;48,666668;20783
76;48,666668;20441
77;48,666668;20655
78;48,666668;20602
79;48,666668;20502
80;48,666668;20877
81;49,0;20460
82;49,0;20360
83;49,0;20849
84;49,0;20541
85;49,0;21238
86;49,0;20644
87;49,0;20781
88;49,333332;20733
89;49,333332;20236
90;49,333332;20998
91;49,333332;20384
92;49,333332;20847
93;49,333332;20692
94;49,333332;20940
95;49,333332;20721
96;49,333332;20582
97;49,333332;21107
98;49,333332;20567
99;49,333332;20715
100;49,333332;20794
101;49,333332;20761
102;49,666668;20669
103;49,666668;21019
104;50,0;20815
105;50,0;21011
106;50,0;20733
107;50,0;20799
108;50,0;20989
109;50,0;20398
110;50,0;21066
111;50,0;20946
112;50,0;20653
113;50,333332;20838
114;50,333332;20813
115;50,333332;20416
116;50,333332;20672
117;50,666668;20798
118;50,666668;21105
119;50,666668;20595
120;50,666668;20649
121;50,666668;20706
122;50,666668;20984
123;50,666668;20760
124;50,666668;20521
125;51,0;20913
126;51,0;21016
127;51,0;21079
128;51,0;20918
129;51,0;20510
130;51,0;21438
131;51,0;20785
132;51,0;20558
133;51,0;20905
134;51,333332;20839
135;51,333332;20675
136;51,333332;20813
137;51,333332;20959
138;51,333332;20834
139;51,333332;20567
140;51,333332;20864
141;51,333332;21302
142;51,666668;21046
143;51,666668;20681
144;51,666668;21195
145;51,666668;20945
146;52,0;20787
147;52,0;20922
148;52,0;20771
149;52,0;20530
150;52,0;20771
151;52,0;20734
152;52,333332;20828
153;52,333332;20634
154;52,333332;20930
155;52,333332;21241
156;52,333332;20999
157;52,333332;20865
158;52,333332;20776
159;52,333332;20904
160;52,333332;20628
161;52,666668;21157
162;52,666668;20512
163;52,666668;20844
164;52,666668;20665
165;53,0;20835
166;53,0;20683
167;53,0;20604
168;53,0;20407
169;53,0;20702
170;53,0;20776
171;53,0;20768
172;53,0;20977
173;53,0;21154
174;53,0;20877
175;53,0;20480
176;53,0;20874
177;53,0;20941
178;53,0;20996
179;53,0;20677
180;53,0;20725
181;53,0;20895
182;53,333332;20993
183;53,333332;20539
184;53,333332;21112
185;53,333332;20937
