1;45,0;55233
2;45,0;55008
3;45,666668;55325
4;45,666668;56190
5;45,666668;54357
6;47,333332;53870
7;47,333332;53626
8;47,333332;55190
9;47,333332;54307
10;47,333332;53935
11;47,333332;55438
12;48,0;53822
13;48,0;53715
14;48,0;52862
15;48,0;53686
16;48,333332;53851
17;48,333332;53341
18;48,666668;54042
19;48,666668;53189
20;48,666668;54312
21;48,666668;54224
22;48,666668;54404
23;48,666668;53363
24;48,666668;53242
25;48,666668;54105
26;49,0;54079
27;49,0;53601
28;49,0;52872
29;49,333332;53348
30;49,333332;54728
31;49,333332;54694
32;49,333332;52748
33;49,333332;53791
34;49,333332;53729
35;49,333332;53623
36;49,666668;52825
37;50,0;52936
38;50,0;54638
39;50,0;53680
40;50,0;52669
41;50,0;54470
42;50,333332;54199
43;50,333332;52963
44;50,333332;53612
45;50,333332;53968
46;50,333332;52546
47;50,666668;53548
48;50,666668;52773
49;51,0;53520
50;51,0;54099
51;51,0;53255
52;51,0;53363
53;51,333332;52142
54;51,333332;53727
55;51,333332;53877
56;51,333332;52560
57;51,333332;53040
58;51,333332;53582
59;51,333332;53520
60;51,333332;53617
61;51,333332;53694
62;51,333332;53463
63;51,333332;54589
64;51,333332;53342
65;51,333332;53953
66;51,333332;53454
67;51,666668;53744
68;51,666668;53239
69;51,666668;52988
70;52,0;52131
71;52,0;53201
72;52,333332;51675
73;52,333332;53455
74;52,333332;53473
75;52,333332;53277
76;52,333332;53280
77;52,333332;52408
78;52,333332;52240
79;52,333332;52550
80;52,333332;52525
81;52,333332;52234
82;52,333332;52882
83;52,333332;52825
84;52,333332;51797
85;52,333332;53441
86;52,333332;53139
87;52,333332;53687
88;52,333332;53242
89;52,666668;53029
90;52,666668;53171
91;52,666668;53092
92;52,666668;53379
93;52,666668;52440
94;53,0;52944
95;53,0;52937
96;53,0;52857
97;53,0;53741
98;53,0;53086
99;53,0;53008
100;53,0;53586
101;53,0;52613
102;53,0;53754
103;53,0;51734
104;53,0;52721
105;53,0;53219
106;53,0;53621
107;53,0;53608
108;53,0;53019
109;53,0;53135
110;53,0;52761
111;53,0;52989
112;53,0;54082
113;53,0;53817
114;53,0;54134
115;53,0;53438
116;53,0;52442
117;53,0;53873
118;53,0;53691
119;53,0;52707
120;53,0;51917
121;53,0;53354
122;53,0;51974
123;53,0;52527
124;53,0;53701
125;53,0;53227
126;53,0;52955
127;53,0;53203
128;53,0;53082
129;53,0;52741
130;53,0;53458
131;53,0;53282
132;53,0;53924
133;53,333332;53562
134;53,333332;52720
135;53,333332;53564
136;53,333332;52792
137;53,333332;53042
138;53,666668;53470
139;53,666668;53159
140;53,666668;53358
141;53,666668;52802
142;53,666668;52488
143;53,666668;53217
144;53,666668;52887
145;53,666668;52872
146;53,666668;52563
147;54,0;53369
148;54,0;53055
149;54,0;53341
150;54,0;53175
151;54,0;53835
152;54,0;53499
153;54,0;52400
154;54,333332;52921
155;54,333332;52416
156;54,333332;53709
157;54,333332;53021
158;54,333332;53818
159;54,333332;52909
160;54,333332;52447
161;54,333332;53414
162;54,333332;52579
163;54,333332;52772
164;54,333332;52358
165;54,333332;52603
166;54,333332;53229
167;54,333332;52308
168;54,333332;53969
169;54,333332;52600
170;54,666668;53127
171;54,666668;52557
172;54,666668;52122
173;54,666668;52897
174;54,666668;52875
175;54,666668;54080
176;54,666668;53353
177;54,666668;52311
178;54,666668;52474
179;54,666668;52920
180;54,666668;53342
181;54,666668;51988
182;54,666668;53147
183;54,666668;53672
184;54,666668;53317
185;54,666668;53611
186;55,0;52728
187;55,0;52700
188;55,0;53079
189;55,0;52491
190;55,0;52278
191;55,0;52838
192;55,0;53017
193;55,0;53313
194;55,0;52568
195;55,0;53712
196;55,0;53806
197;55,0;53908
198;55,0;53279
199;55,0;53638
200;55,0;53207
201;55,0;53187
202;55,0;52776
203;55,0;53205
204;55,0;52999
205;55,0;52888
206;55,0;52261
207;55,0;53520
208;55,0;53888
209;55,333332;53014
210;55,333332;52661
211;55,333332;53473
212;55,333332;52769
213;55,333332;51585
214;55,333332;53139
215;55,333332;52982
216;55,333332;53308
217;55,333332;53265
218;55,333332;52984
219;55,333332;52700
220;55,333332;52971
221;55,333332;53182
222;55,333332;53276
223;55,333332;52543
224;55,333332;53033
225;55,333332;53224
226;55,333332;53190
227;55,333332;52922
228;55,333332;53082
229;55,333332;54602
230;55,333332;53458
231;55,333332;53290
232;55,333332;53873
